2026-09-08 15:11:28,780 | INFO | hr_assistant.evaluation | Dataset 'hr-policy-qna' already exists, reusing it
2026-09-08 15:16:37,921 | INFO | hr_assistant.pipeline | User question: How many days of Paid Time Off (PTO) do full-time employees accrue per year?
2026-09-08 15:16:39,548 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:16:40,777 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:16:40,787 | INFO | hr_assistant.tools | search_hr_policy called with query : Paid Time Off accrual full-time employees per year
2026-09-08 15:16:53,068 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:16:53,072 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:16:56,138 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:16:56,145 | INFO | hr_assistant.pipeline | Final answer: Full‑time employees accrue **18 days of Paid Time Off (PTO) per calendar year** (accrued at a rate of 1.5 days for each completed month of service).
2026-09-08 15:16:59,416 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:09,553 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:17:14,072 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:16,006 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:16,016 | INFO | hr_assistant.pipeline | User question: How many unused PTO days can be carried forward into the next year, and by what date must they be used?
2026-09-08 15:17:18,053 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:19,496 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:19,507 | INFO | hr_assistant.tools | search_hr_policy called with query : unused PTO days carried forward next year date must be used
2026-09-08 15:17:29,425 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:17:29,430 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:17:32,389 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:32,396 | INFO | hr_assistant.pipeline | Final answer: According to our HR policy:

- **Maximum carry‑forward:** You can roll over **up to 5 unused PTO days** into the next calendar year.  
- **Use‑by date:** Any carried‑over days must be taken **by March 31** of the new year; otherwise they lapse and are not paid out.  

If you have any further questions about PTO planning or need help submitting a request, just let me know!
2026-09-08 15:17:35,768 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:43,243 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:17:46,016 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:47,544 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:47,556 | INFO | hr_assistant.pipeline | User question: Within how many days after an expense occurs must an expense report be submitted before it is rejected?
2026-09-08 15:17:49,797 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:50,923 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:17:50,935 | INFO | hr_assistant.tools | search_hr_policy called with query : Within how many days after an expense occurs must an expense report be submitted before it is rejected?
2026-09-08 15:17:58,770 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:17:58,775 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:18:01,583 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:01,591 | INFO | hr_assistant.pipeline | Final answer: According to the HR policy, expense reports must be submitted **within 30 days** of the expense. Any report submitted after 30 days will be automatically rejected.
2026-09-08 15:18:04,032 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:16,005 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:18:18,982 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:20,930 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:20,942 | INFO | hr_assistant.pipeline | User question: Within how many hours must a lost or stolen device be reported to IT Security?
2026-09-08 15:18:23,495 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:24,615 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:24,625 | INFO | hr_assistant.tools | search_hr_policy called with query : lost or stolen device report hours IT Security
2026-09-08 15:18:29,939 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:18:29,944 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:18:32,294 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:32,304 | INFO | hr_assistant.tools | search_hr_policy called with query : how many hours must a lost or stolen device be reported to IT Security
2026-09-08 15:18:44,600 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:18:44,605 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:18:46,324 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:46,332 | INFO | hr_assistant.pipeline | Final answer: I’m sorry, but I don’t have that information.
2026-09-08 15:18:47,962 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:50,829 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:18:54,394 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:56,052 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:56,062 | INFO | hr_assistant.pipeline | User question: What is the monthly wellness allowance stipend, and when must reimbursement receipts be submitted?
2026-09-08 15:18:58,315 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:59,747 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:18:59,757 | INFO | hr_assistant.tools | search_hr_policy called with query : monthly wellness allowance stipend reimbursement receipts submission deadline
2026-09-08 15:19:10,798 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:19:10,803 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:19:12,334 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:12,342 | INFO | hr_assistant.pipeline | Final answer: **Monthly wellness allowance stipend:** $100 USD (or the equivalent amount in the local currency).

**Reimbursement receipt deadline:** All valid receipts must be submitted through the Finance Portal **by the 20th of each month**. If you miss this date, the reimbursement will not be processed for that month.
2026-09-08 15:19:13,972 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:16,942 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:19:17,761 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:19,605 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:19,618 | INFO | hr_assistant.pipeline | User question: Who is responsible for handling IT hardware asset returns when an employee leaves the company, and what is their contact email?
2026-09-08 15:19:21,653 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:22,794 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:22,806 | INFO | hr_assistant.tools | search_hr_policy called with query : Who is responsible for handling IT hardware asset returns when an employee leaves the company and what is their contact email?
2026-09-08 15:19:29,847 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:19:29,852 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:19:32,712 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:32,719 | INFO | hr_assistant.pipeline | Final answer: When an employee leaves the company, **IT hardware assets (laptops, monitors, security keycards, etc.) must be returned to Kevin Zhang in HR**.

**Contact email:** kevin.zhang@apexglobal.tech
2026-09-08 15:19:35,281 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:46,954 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:19:50,441 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:52,587 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:52,597 | INFO | hr_assistant.pipeline | User question: What are the daily meal allowance caps for domestic and international business travel?
2026-09-08 15:19:54,319 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:55,345 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:19:55,355 | INFO | hr_assistant.tools | search_hr_policy called with query : daily meal allowance caps for domestic and international business travel
2026-09-08 15:20:01,385 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:20:01,390 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:20:02,819 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:02,827 | INFO | hr_assistant.pipeline | Final answer: The HR policy sets the following daily meal‑allowance limits for business travel:

- **Domestic travel:** up to **$75 per day**  
- **International travel:** up to **$120 per day**

These caps apply to meals incurred while you’re on approved business trips. If you have any other travel‑related questions, feel free to ask!
2026-09-08 15:20:04,354 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:06,719 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:20:08,246 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:09,748 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:09,758 | INFO | hr_assistant.pipeline | User question: What are the core hours during which all full-time employees must be available?
2026-09-08 15:20:13,264 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:14,494 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:14,503 | INFO | hr_assistant.tools | search_hr_policy called with query : core hours full-time employees must be available
2026-09-08 15:20:22,172 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:20:22,177 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:20:23,607 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:23,613 | INFO | hr_assistant.pipeline | Final answer: The core hours for all full‑time employees are **10:00 AM – 4:00 PM (local time)**. During this window everyone is expected to be available online or in the office, regardless of any flexible or hybrid schedule.
2026-09-08 15:20:24,733 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:35,587 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:20:38,250 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:39,867 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:39,882 | INFO | hr_assistant.pipeline | User question: What internet speed is required for fully remote employees?
2026-09-08 15:20:41,527 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:42,756 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:42,766 | INFO | hr_assistant.tools | search_hr_policy called with query : required internet speed for fully remote employees
2026-09-08 15:20:50,648 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:20:50,653 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:20:53,611 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:20:53,618 | INFO | hr_assistant.pipeline | Final answer: According to the company handbook, fully remote employees must maintain a **stable high‑speed internet connection with a minimum download speed of 50 Mbps**. This ensures they can stay reachable via Slack and email during core working hours.
2026-09-08 15:20:57,503 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:07,514 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:21:09,460 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:10,762 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:10,776 | INFO | hr_assistant.pipeline | User question: Who must approve business travel expenses, and who approves overtime work for non-exempt employees?
2026-09-08 15:21:11,736 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:12,555 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:12,564 | INFO | hr_assistant.tools | search_hr_policy called with query : who must approve business travel expenses
2026-09-08 15:21:23,307 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:21:23,313 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:21:24,639 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:24,649 | INFO | hr_assistant.tools | search_hr_policy called with query : who approves overtime work for non-exempt employees
2026-09-08 15:21:34,267 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:21:34,272 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:21:36,725 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:36,735 | INFO | hr_assistant.pipeline | Final answer: **Business‑travel expenses** – All business travel must be pre‑approved by the CFO, **Marcus Vance**.

**Overtime for non‑exempt employees** – Overtime must be pre‑approved **in writing by the CFO (Marcus Vance) *and* the employee’s line manager**.
2026-09-08 15:21:37,849 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:47,373 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:21:49,531 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:50,956 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:50,966 | INFO | hr_assistant.pipeline | User question: How many paid sick days do employees get per year, and when is a medical certificate required?
2026-09-08 15:21:51,707 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:52,597 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:21:52,603 | INFO | hr_assistant.tools | search_hr_policy called with query : paid sick days per year medical certificate required
2026-09-08 15:21:59,354 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:21:59,358 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:22:01,933 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:22:01,941 | INFO | hr_assistant.pipeline | Final answer: **Paid sick‑leave entitlement**

- **Full‑time employees:** 10 paid sick days per calendar year (granted on January 1).  
- **Mid‑year hires:** the entitlement is pro‑rated based on the start date.

**When a medical certificate is needed**

- **Self‑certification** (via the HR portal) is sufficient for sick‑leave of **1 or 2 consecutive days**.  
- For any sick‑leave lasting **3 or more consecutive business days**, a **valid medical certificate** from a licensed physician must be uploaded to the portal **before you return to work**.
2026-09-08 15:22:04,166 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:22:15,738 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:22:18,720 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:22:22,812 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:22:22,823 | INFO | hr_assistant.pipeline | User question: What is the notice period for voluntary resignation for individual contributors versus managers and executives?
2026-09-08 15:22:24,544 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:22:26,593 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:22:26,603 | INFO | hr_assistant.tools | search_hr_policy called with query : notice period for voluntary resignation individual contributors managers executives
2026-09-08 15:22:37,554 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:22:37,559 | INFO | hr_assistant.tools | Found 3 matching chunks (s)
2026-09-08 15:22:39,203 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:22:39,210 | INFO | hr_assistant.pipeline | Final answer: The company’s HR policy outlines the following notice‑period requirements for a voluntary resignation:

| Role | Required Notice |
|------|-----------------|
| **Individual Contributors** | **30 days** written notice |
| **Managers, Directors & Executives** | **60 days** written notice |

The resignation letter should be submitted to your line manager and to Sarah Jenkins (VP of HR) at the same time.  

*(Source: HR Policy – Section 7.1 “Voluntary Resignation”)*

2026-09-08 15:22:40,418 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:22:46,458 | INFO | httpx | HTTP Request: POST https://888a87b1-d0f4-49ee-822b-35c10ea6ab5a.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_policy/points/query "HTTP/1.1 200 OK"
2026-09-08 15:22:47,995 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-08 15:22:49,223 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
